A	B
3392.70599	-74.48412
3393.29022	-74.2667
3393.87428	-73.21516
3394.45815	-72.23676
3395.04183	-72.48574
3395.62534	-73.38848
3396.20866	-73.89993
3396.7918	-73.71289
3397.37476	-73.55561
3397.95754	-73.67041
3398.54013	-73.84455
3399.12255	-73.79701
3399.70478	-73.52027
3400.28683	-73.11465
3400.86869	-73.16553
3401.45038	-73.80643
3402.03188	-74.17617
3402.6132	-73.8725
3403.19434	-73.67565
3403.7753	-74.13908
3404.35608	-74.24923
3404.93667	-74.0045
3405.51709	-73.94514
3406.09732	-74.40778
3406.67737	-74.59222
3407.25723	-74.70898
3407.83692	-75.23802
3408.41642	-76.05255
